設問1	設問2	設問3	設問4	設問5	設問6	設問7	設問8	設問9	会員ID
横浜市	住宅環境	治安が良く騒がしくもなく落ち着いているので、安心して住める所に満足している。	遊び・娯楽	遊園地、ゲームセンター、マンガ喫茶、映画館、博物館、水族館、動物園など、様々な施設があり、期間限定の施設もあったりと、近場で色々楽しめるので満足している。	医療・福祉	どこの病院に行っても待ち時間が長い事。	地域行政	対応している時間帯が短い事。	1230680990
綾瀬市	事故・犯罪	あまり事件の話を聞かない	買物・飲食	スーパーがたくさんある	移動・交通	道が狭い	住宅環境	飛行機がうるさい	1228431034
横浜市	移動・交通	バス路線が充実している	デジタル生活	高速インターネットが使用できる	住宅環境	長期に放置されている空き家が多い	都市景観	長年、猥雑で整備されていないと感じる	1228592825
相模原市	自然の恵み	田舎風景が満喫出来る	自然の恵み	ただただ田舎なので	移動・交通	電車が単線	買物・飲食	不便極まりない	1229359426
川崎市	買物・飲食	立地がいい	遊び・娯楽	息抜きができる	移動・交通	混む	買物・飲食	近場にほしい	1231801487
相模原市	自然の恵み	自然が多く、特に山、川などでキャンプを楽しめる。	自然災害	自然が多いのに自然災害が少ないと思う。	事故・犯罪	地域犯罪が多いような気がします。	移動・交通	路線バスの本数と拡充してほしい。	1235458991
横浜市	買物・飲食	必要なものが大体近場で手に入る	移動・交通	移動に困ることが少ない	医療・福祉	障害者などの社会的弱者に対する援助をより拡充させてほしい	移動・交通	バスの便が少し少なくなって来ている気がするのでもう少し増やしてほしい	1235216708
川崎市	移動・交通	駅近なこと。電車が頻繁に来て、遅れなども比較的少ない。	買物・飲食	近くにスーパーやコンビニ、ドラッグストアも多くてとても便利。買い物に困らない。	自然災害	大雨が降ると河川の氾濫や水溜りのできるエリアがあること。	事故・犯罪	自分が住んでいるエリアではないが、川崎市には治安の悪いエリアがあるため、悪いイメージを持たれることがある。	1233327867
横浜市	住宅環境	自然と都会のバランスが良い	移動・交通	公共交通機関が充実している	医療・福祉	公共の高齢者福祉施設を充実させて欲しい	都市景観	電線の地下埋設など景観と利便性の向上	1235822236
横浜市	移動・交通	時間を問わず公共交通が機能している	買物・飲食	飲食店が多い	医療・福祉	みなとみらいに大型の総合病院が欲しい	移動・交通	市内に環状のlrtを運営してほしい	1229282881
湯河原町	自然の恵み	山や川など自然がたくさん有る。	買物・飲食	百貨店やスーパーマーケットが有る。	遊び・娯楽	大人の遊び場を増やして欲しい。	移動・交通	公共交通機関をもっと増やして欲しい。	1235227323
横浜市	買物・飲食	近くに安くて安心なスーパーがあり、食生活環境がよくなったから。	移動・交通	駅に割りと近くて便利だから。	地域行政	税金が高いと感じている。	住宅環境	家賃が高いと感じている。	1227235754
川崎市	買物・飲食	お店がたくさんある	移動・交通	交通の便が良い	事故・犯罪	窃盗事件など各種事件が多い	自然景観	自然が少ない	1236218190
横浜市	移動・交通	私鉄各線が揃っていて都心はもちろん各方面へのアクセスが良い	都市景観	赤レンガ倉庫・中華街など歴史や文化を感じさせるものが揃っている。	事故・犯罪	横浜駅周辺やドヤ街での粗暴犯罪対策	自然災害	横浜市は坂が多く傾斜地が多いので土砂災害に弱い。土砂災害防止施設の整備を強化し、日頃の避難訓練の実施や食料などの備蓄、避難場所の確保を増やすこと。	1230148982
横須賀市	移動・交通	交通機関が充実している	買物・飲食	近隣に数多く存在する	環境共生	河川の整備	自然災害	環境の整備	1231662612
川崎市	自然の恵み	多摩川に付随する緑地や景観の良さ	地域行政	行政サービスや出張所での手続きが便利だと感じる	買物・飲食	川崎から出る必要のないくらい何度も揃い、食やレジャーも充実している	事故・犯罪	少し治安の良くない地区がある	1230225593
平塚市	自然景観	海が近い	事故・犯罪	治安が良い	移動・交通	駅を作って欲しい	子育て	教育費補助が欲しい	1235940613
横浜市	都市景観	中心部から少し離れると自然がある	買物・飲食	都内に出なくても都内と同じ様なものが大体買える	医療・福祉	病院がいつも混んでる。女性特有の症状を診る病院が少ない。	住宅環境	暴走族がうるさい	1226979240
川崎市	買物・飲食	選択肢が沢山あるから	移動・交通	交通手段が選べるから	事故・犯罪	交通マナーが良くない	自然災害	大雨が降ると直ぐ水が溢れるから	1228236389
相模原市	買物・飲食	大きなショッピングモールや小さなスーパーなどが多数あり、国道沿いや駅付近に飲食店が多数あり様々な選択肢があるため。	移動・交通	都心方面に出るにも南方面に出るにもアクセスがよい小田急があったり、相鉄線があったり、横浜まで一本でいける横浜線があったりと交通の便が良いから。	地域行政	デジタルの活用でもっと便利にして欲しい。	医療・福祉	高齢者の入院数が多く病床数が足りないため現役世代の入院が厳しい状況をどうにかして欲しい	1231255539
相模原市	自然の恵み	公園、施設が多い	自然の恵み	川や景色	住宅環境	道路、信号	買物・飲食	駅周辺、夜になると飲み屋のキャッチなど治安がよくない	1234198867
平塚市	買物・飲食	駅周辺にお店が多い。駅ビルにもいろいろなお店が入っていて便利です。	住宅環境	静かです	移動・交通	七夕祭りのときに道路を封鎖するため混雑するところ	医療・福祉	施設が少ない	1232093776
横浜市	移動・交通	東京に出るときだけでなく、羽田空港や新横浜駅にも近いので、日本全国行きやすいと思っている。	買物・飲食	沢山のお店があるから。	事故・犯罪	人口が多いこともあるが、事故や犯罪数を減らせる取り組みをしてほしい。	子育て	子育てしやすい環境を作ってほしい。	1229743442
川崎市	住宅環境	環境汚染問題が良くなり街が綺麗になった	移動・交通	電車などの交通の便が良くなり都心にも出やすい	買物・飲食	川崎市はお勧めできるソールフードがない様な気がする	地域行政	ふるさと納税にもっと力を入れて税金が戻って来る様にしてほしい	1230857600
藤沢市	自然景観	湘南の海風を感じられる自然豊かで穏やかな場所だから	住宅環境	近隣住民が穏やかで諍いがない。	医療・福祉	頼りになる街のドクターが少ない。	地域行政	医療や福祉に関する施策がない。	1235922727
秦野市	住宅環境	郵便局や銀行が徒歩数分で行くことができる環境にあること。	移動・交通	バス移動時に、バス停まで数分で行くことができ、最寄りの駅まで10数分で行くことができる環境であること。	デジタル生活	行政関係の申請や交付をするときに、市役所まで出向いて行う必要があり、デジタル行政関係が遅れていると感じる。	医療・福祉	高齢者福祉・支援や障害者支援などを包括的に対応できる具体的な体制や組織が不十分であると感じている。	1236838426
藤沢市	住宅環境	静かで海があり、山にも近い	移動・交通	横浜、東京が通勤圏内	医療・福祉	南部地区に総合病院がないので設置してほしい。	買物・飲食	藤沢駅周辺のショッピング環境を更に改善してほしい。	1231797204
横須賀市	住宅環境	海が近い	買物・飲食	お店が多い	移動・交通	東京まで遠いので特急列車がほしい	地域行政	過疎化	1230835358
横浜市	買物・飲食	飲食店が多い	遊び・娯楽	遊べるところが多い	移動・交通		住宅環境		1230060768
茅ヶ崎市	事故・犯罪	犯罪が少ない	自然の恵み	東京より暖かい	遊び・娯楽	プロスポーツが見たい、コンサートも	買物・飲食	駅近くばかり便利	1231578145
大和市	移動・交通	電車の便が多い	事故・犯罪	警察がしっかりしてる	地域行政	米軍を無くして欲しい	買物・飲食	駅前が少し寂れている	1230223205
横浜市	買物・飲食	徒歩圏内にある	医療・福祉	地域医療さかん	自然景観	里山がなくたっている	自然景観	自然を残して欲しい	1236169336
相模原市	移動・交通	小田急の江ノ島線と小田原線が両方使える	子育て	近くに保育園から中学まである	事故・犯罪	最近殺人事件があったので	遊び・娯楽	娯楽の場所がない	1234360589
川崎市	移動・交通	通っている路線が多い	買物・飲食	駅前にスーパー、ドラッグストア、100均、飲食店など生活に必要な施設が揃っている。	事故・犯罪	ストーカーが多い。変質者が多い。	都市景観	道路にゴミが落ちている	1235895537
